"titre","url","sous_titre","annee","mois","jour"
"« Var Matin et Pomponnette : quand on aime, on ne compte pas » (Cuverville)","https://www.acrimed.org/Var-Matin-et-Pomponnette-quand-on-aime-on-ne-compte-pas-Cuverville","Les vœux d’Hubert Falco, maire de Toulon ? Plutôt deux fois qu’une.",2005,"janvier","8"
"Le PDG de radio France se mouche dans le Mouv’","https://www.acrimed.org/Le-PDG-de-radio-France-se-mouche-dans-le-Mouv","Censure et autocensure de service public...",2005,"janvier","7"
"Inverser la spirale et réinventer une presse à contre-courant","https://www.acrimed.org/Inverser-la-spirale-et-reinventer-une-presse-a-contre-courant","« Si la presse de parti a vécu, une presse de parti pris est, et demeure indispensable. (...)",2005,"janvier","6"
"Légions d’honneur pour journalistes et dirigeants de médias (janvier 2005)","https://www.acrimed.org/Legions-d-honneur-pour-journalistes-et-dirigeants-de-medias-janvier-2005","Pour services rendus... Mais à qui ?",2005,"janvier","5"
"Les prédications d’Alain Finkielkraut (1) : « Répliques à moi-même »","https://www.acrimed.org/Les-predications-d-Alain-Finkielkraut-1-Repliques-a-moi-meme","Chaque semaine, Alain Finkielkraut se répand sur France Culture, dans une émission qu’il produit (...)",2005,"janvier","4"
"Le magot des télévisions locales nantaises et ses enjeux","https://www.acrimed.org/Le-magot-des-televisions-locales-nantaises-et-ses-enjeux","Entre la Socpresse et une télé qui se veut associative, le partage d’un gâteau sur lequel lorgne (...)",2005,"janvier","3"
"L’actualité des médias n°36 (1er au 30 janvier 2005)","https://www.acrimed.org/L-actualite-des-medias-no36-1er-au-30-janvier-2005","Publicité, diversifications, tornades sur la presse écrite, TNT, etc.",2005,"janvier","31"
"Libération tombe sous le charme d’Edouard de Rothschild","https://www.acrimed.org/Liberation-tombe-sous-le-charme-d-Edouard-de-Rothschild","Serge July : « Libération reste indépendant, il a désormais les moyens d’agir et de se projeter ». (...)",2005,"janvier","31"
"Les médias associatifs audiovisuels : bref historique et état des lieux","https://www.acrimed.org/Les-medias-associatifs-audiovisuels-bref-historique-et-etat-des-lieux","Médias critiques, les médias associatifs ont déjà une longue histoire. Quelques (...)",2005,"janvier","28"
"Concentration des médias et pluralisme de l’information (janvier 2005)","https://www.acrimed.org/Concentration-des-medias-et-pluralisme-de-l-information-janvier-2005","Nantes, le 28 janvier avec Henri Maler",2005,"janvier","28"
"Venezuela : Des médias qui rêvent d’un putsch (2002-2004)","https://www.acrimed.org/Venezuela-Des-medias-qui-revent-d-un-putsch-2002-2004","De la préparation du Coup d’Etat d’avril 2002 au référendum d’août 2004 : une guerre médiatique (...)",2005,"janvier","27"
"France Précaire - La gazette des CDD et pigistes de Radio France, n°5","https://www.acrimed.org/France-Precaire-La-gazette-des-CDD-et-pigistes-de-Radio-France-no5","Où il notamment question du « Planning » et de l’art de gérer la misère...",2005,"janvier","26"
"Robert Ménard (RSF) sanctifié par Le Monde","https://www.acrimed.org/Robert-Menard-RSF-sanctifie-par-Le-Monde","Le Monde applaudit : pour complaire aux patrons de presse, Ménard a abjuré la critique des (...)",2005,"janvier","26"
"Socpresse : Dassault rentabilise, les salariés se mobilisent","https://www.acrimed.org/Socpresse-Dassault-rentabilise-les-salaries-se-mobilisent","Grèves au Progrès (Lyon), à La Tribune-Le Progrès (Saint-Etienne), journée d’action à l’appel de La (...)",2005,"janvier","25"
"Pour des médias associatifs affranchis des entraves politiques et financières","https://www.acrimed.org/Pour-des-medias-associatifs-affranchis-des-entraves-politiques-et-financieres","Quelques propositions pour un combat prioritaire.",2005,"janvier","25"
"Le Monde Initiatives : Colombani rentabilise, les salariés se mobilisent","https://www.acrimed.org/Le-Monde-Initiatives-Colombani-rentabilise-les-salaries-se-mobilisent","Après la suppression du supplément Aden, c’est la fermeture du Monde Initiatives qui est (...)",2005,"janvier","24"
"Les prédications d’Alain Finkielkraut (3) : « Mes meilleures pensées et mes meilleurs ennemis »","https://www.acrimed.org/Les-predications-d-Alain-Finkielkraut-3-Mes-meilleures-pensees-et-mes-meilleurs","Propos péremptoires, falsifications éclairées et amalgames fulgurants d’un grand défenseur de la (...)",2005,"janvier","24"
"Christophe Hondelatte face à la « grogne » des enseignants","https://www.acrimed.org/Christophe-Hondelatte-face-a-la-grogne-des-enseignants","Dans la série « Gréviste, fais-moi peur », Christophe Hondelatte, présentateur du 13h de France 2, (...)",2005,"janvier","21"
"La loi du silence. Les médias et la loi d’orientation scolaire.","https://www.acrimed.org/La-loi-du-silence-Les-medias-et-la-loi-d-orientation-scolaire","Une loi du silence que la grève des enseignants du 20 janvier 2005 n’a pas suffi à (...)",2005,"janvier","21"
"19 janvier 2005, jour de grève : France Inter « expertise » cette anomalie","https://www.acrimed.org/19-janvier-2005-jour-de-greve-France-Inter-expertise-cette-anomalie","Une excellente idée, en ce jour de grève : inviter non des syndicalistes, mais un « savant » (...)",2005,"janvier","20"
"Des passagers inattendus sur France Inter (2) : réactions confraternelles","https://www.acrimed.org/Des-passagers-inattendus-sur-France-Inter-2-reactions-confraternelles","Dans les autres médias ? Des récits approximatifs, généreusement conduits du point de vue des « (...)",2005,"janvier","20"
"2005 : Reconstruire France Culture","https://www.acrimed.org/2005-Reconstruire-France-Culture","« [...] il faut bien sûr souhaiter pour 2005 que le chantier de reconstruction de France Culture (...)",2005,"janvier","19"
"Des passagers inattendus sur le vaisseau de France Inter","https://www.acrimed.org/Des-passagers-inattendus-sur-le-vaisseau-de-France-Inter","Des militants d’AC ! et de la Coordination nationale des intermittents et précaires se sont (...)",2005,"janvier","19"
"Droit à l’information et droit d’informer","https://www.acrimed.org/Droit-a-l-information-et-droit-d-informer","Deux droits indissociables dont l’exercice est l’affaire de tous.",2005,"janvier","18"
"Lu, vu, entendu : « Joies simples & idées saines »","https://www.acrimed.org/Lu-vu-entendu-Joies-simples-idees-saines","Les joies simples du journalisme et du consumérisme - Les joies saines des idées (...)",2005,"janvier","17"
"Pétition pour l’attribution d’un canal hertzien à TV Bruits (Toulouse)","https://www.acrimed.org/Petition-pour-l-attribution-d-un-canal-hertzien-a-TV-Bruits-Toulouse","L’appel d’une télévision locale et associative",2005,"janvier","14"
"Vérités et mensonges sur la loi sur les télécommunications au Venezuela","https://www.acrimed.org/Verites-et-mensonges-sur-la-loi-sur-les-telecommunications-au-Venezuela","Mauvais procès et vrais problèmes.",2005,"janvier","13"
"Les prédications d’Alain Finkielkraut (2) : « Mes opinions sur papier journal »","https://www.acrimed.org/Les-predications-d-Alain-Finkielkraut-2-Mes-opinions-sur-papier-journal","Un peu de tout (presque) partout, pour le pire et sans savoir, tout en nuances et (...)",2005,"janvier","12"
"Médias et démocratie (janvier 2005)","https://www.acrimed.org/Medias-et-democratie-janvier-2005","Montpellier, 12 janvier avec Mathias Reymond (Acrimed)",2005,"janvier","12"
"L’édition à l’heure des trous noirs","https://www.acrimed.org/L-edition-a-l-heure-des-trous-noirs","En France et en Belgique, notamment, « l’édition échappe à l’édition »",2005,"janvier","11"
"Le langage des médias sur « les cités » - Représenter l’espace, légitimer le contrôle","https://www.acrimed.org/Le-langage-des-medias-sur-les-cites-Representer-l-espace-legitimer-le-controle","Montrer la vie quotidienne d’une banlieue, en regardant par la lucarne de son commissariat, (...)",2005,"janvier","10"
"Dassault et Chaisemartin orchestrent le pluralisme en Région parisienne","https://www.acrimed.org/Dassault-et-Chaisemartin-orchestrent-le-pluralisme-en-Region-parisienne","Dassault envisage de revendre ses journaux franciliens à Chaisemartin qui lui a vendu la (...)",2005,"janvier","9"
"« Var Matin et Pomponnette : quand on aime, on ne compte pas » (Cuverville)","https://www.acrimed.org/Var-Matin-et-Pomponnette-quand-on-aime-on-ne-compte-pas-Cuverville","Les vœux d’Hubert Falco, maire de Toulon ? Plutôt deux fois qu’une.",2005,"janvier","8"
"Le PDG de radio France se mouche dans le Mouv’","https://www.acrimed.org/Le-PDG-de-radio-France-se-mouche-dans-le-Mouv","Censure et autocensure de service public...",2005,"janvier","7"
"Inverser la spirale et réinventer une presse à contre-courant","https://www.acrimed.org/Inverser-la-spirale-et-reinventer-une-presse-a-contre-courant","« Si la presse de parti a vécu, une presse de parti pris est, et demeure indispensable. (...)",2005,"janvier","6"
"Légions d’honneur pour journalistes et dirigeants de médias (janvier 2005)","https://www.acrimed.org/Legions-d-honneur-pour-journalistes-et-dirigeants-de-medias-janvier-2005","Pour services rendus... Mais à qui ?",2005,"janvier","5"
"Les prédications d’Alain Finkielkraut (1) : « Répliques à moi-même »","https://www.acrimed.org/Les-predications-d-Alain-Finkielkraut-1-Repliques-a-moi-meme","Chaque semaine, Alain Finkielkraut se répand sur France Culture, dans une émission qu’il produit (...)",2005,"janvier","4"
"Le magot des télévisions locales nantaises et ses enjeux","https://www.acrimed.org/Le-magot-des-televisions-locales-nantaises-et-ses-enjeux","Entre la Socpresse et une télé qui se veut associative, le partage d’un gâteau sur lequel lorgne (...)",2005,"janvier","3"
"L’actualité des médias n°35 (6 déc. - 31 déc. 2004)","https://www.acrimed.org/L-actualite-des-medias-no35-6-dec-31-dec-2004","Petites et grandes manoeuvres de fin d’année",2004,"décembre","31"
"Jean-Marie Rouart, courtisan de Serge Dassault","https://www.acrimed.org/Jean-Marie-Rouart-courtisan-de-Serge-Dassault","Invité à déjeuner par Serge Dassault, Jean-Marie Rouart sert la soupe avec délectation.",2004,"décembre","29"
"I-Télévision : Silence ! Les intellectuels de salon parlent...","https://www.acrimed.org/I-Television-Silence-Les-intellectuels-de-salon-parlent","Pas le temps et qu’importe la complexité du sujet : il y a quatre ou cinq sujets à aborder en une (...)",2004,"décembre","28"
"Fonds de soutien à l’expression radiophonique : une lettre au ministre (Snrl)","https://www.acrimed.org/Fonds-de-soutien-a-l-expression-radiophonique-une-lettre-au-ministre-Snrl","... Au sujet de l’insuffisance alarmante de la taxe destinée à alimenter le Fonds.",2004,"décembre","27"
"Télés locales - Nantes 7 : « On est jamais trop informé ! »","https://www.acrimed.org/Teles-locales-Nantes-7-On-est-jamais-trop-informe","Parmi les premières émissions : « Qu’est-ce qu’on vous sert ? ». Réponses à la (...)",2004,"décembre","27"
"Le Monde s’exerce à « l’expertise » sur « les filières de la “guerre sainte ” »","https://www.acrimed.org/Le-Monde-s-exerce-a-l-expertise-sur-les-filieres-de-la-guerre-sainte","Dans la même édition : le rappel des règles et leur immédiate transgression.",2004,"décembre","24"
"« Les bonnes manières de La Provence » (CQFD)","https://www.acrimed.org/Les-bonnes-manieres-de-La-Provence-CQFD","Comment ne pas déplaire à la police ...",2004,"décembre","20"
"Dassault à la Socpresse : 270 journalistes partent","https://www.acrimed.org/Dassault-a-la-Socpresse-270-journalistes-partent","Impénétrables mystères de la clause de cession pour l’AFP et la presse parisienne...",2004,"décembre","16"
"Stéphane Paoli informe avec « modération » sur la pensée des Galeries Lafayette","https://www.acrimed.org/Stephane-Paoli-informe-avec-moderation-sur-la-pensee-des-Galeries-Lafayette","Stéphane Paoli fait sans modération la promotion d’un débat dont il est le modérateur...",2004,"décembre","15"
"Des immigrés expulsés à Nantes, ou les recettes d’un verrouillage médiatique","https://www.acrimed.org/Des-immigres-expulses-a-Nantes-ou-les-recettes-d-un-verrouillage-mediatique","Comment ne pas rendre compte explicitement d’une décision d’expulsion prise par le maire à (...)",2004,"décembre","14"
"Lu, vu, entendu : « Revues de presse »","https://www.acrimed.org/Lu-vu-entendu-Revues-de-presse","Notre revue de presse et la revue de presse de France Inter.",2004,"décembre","13"
"La presse selon Dassault (4) : les « idées saines »","https://www.acrimed.org/La-presse-selon-Dassault-4-les-idees-saines","Ne pas agiter l’ultralibéralisme de M. Serge comme un chiffon rouge. Mais en prendre la mesure... (...)",2004,"décembre","10"
"Télévision locale : « Lettre ouverte aux marseillais » (TVasso)","https://www.acrimed.org/Television-locale-Lettre-ouverte-aux-marseillais-TVasso","Trois projets associatifs (dont TVasso) et le CSA préfère Lagardère, AB Production et la Caisse (...)",2004,"décembre","10"
"Hachette-Lagardère pique la télévision de Marseille aux associatifs !","https://www.acrimed.org/Hachette-Lagardere-pique-la-television-de-Marseille-aux-associatifs","Concentrations et déconcentrations : les mêmes partout. Et vive la démocratie...",2004,"décembre","7"
"« L’information, un bien commun » (paru dans L’Humanité)","https://www.acrimed.org/L-information-un-bien-commun-paru-dans-L-Humanite","Crise de la presse écrite, concentrations et pluralisme de l’information. Entretien avec Pierre (...)",2004,"décembre","7"
"L’actualité des médias n°34 (16 nov. - 5 déc. 2004)","https://www.acrimed.org/L-actualite-des-medias-no34-16-nov-5-dec-2004","Cibles publicitaires et crise la presse écrite, notamment.",2004,"décembre","6"
"« Brouillon de culture » : pour Guillaume Durand, la culture, c’est Christine Ockrent","https://www.acrimed.org/Brouillon-de-culture-pour-Guillaume-Durand-la-culture-c-est-Christine-Ockrent","Comment parler de tout et de n’importe quoi, mais pas avec n’importe qui.",2004,"décembre","6"
"Ouest-France : racolage par affichettes sur la voie publique","https://www.acrimed.org/Ouest-France-racolage-par-affichettes-sur-la-voie-publique","Les affichettes jaunes de Ouest-France polluent l’espace public. A Rennes, par (...)",2004,"décembre","2"
"Le « Sarko-show » et le double langage de Publicis","https://www.acrimed.org/Le-Sarko-show-et-le-double-langage-de-Publicis","Un groupe prétendument apolitique au service de l’UMP.",2004,"décembre","1er"
"La presse selon Dassault (3) : au Figaro tout va bien","https://www.acrimed.org/La-presse-selon-Dassault-3-au-Figaro-tout-va-bien","Au Figaro,  j’ai changé de directeur, j’ai changé la direction, j’ai changé le rédacteur en chef. (...)",2004,"novembre","30"
"Les frères Bogdanov, la science et les médias","https://www.acrimed.org/Les-freres-Bogdanov-la-science-et-les-medias","A la télévision, même publique, la science devait déjà se contenter de peu. Voici comment ce peu est (...)",2004,"novembre","29"
"Renvoi d’ascenseur entre Le Monde et Albin Michel","https://www.acrimed.org/Renvoi-d-ascenseur-entre-Le-Monde-et-Albin-Michel","Une « excellente collection » selon « Le Monde des livres » de mars accueille un « plaidoyer pour (...)",2004,"novembre","25"
"Lu, vu, entendu : « L’information-spectacle »","https://www.acrimed.org/Lu-vu-entendu-L-information-spectacle","Un seul Noël par an, mais l’information-spectacle toute l’année.",2004,"novembre","25"
"Amour estival, civisme vénal du Courrier Picard","https://www.acrimed.org/Amour-estival-civisme-venal-du-Courrier-Picard","Le quotidien régional s’engage à faire la publicité du ministère des Transports. Une complaisance (...)",2004,"novembre","24"
"Lire : de Paul Krugman, L’Amérique dérape (et ses médias aussi...)","https://www.acrimed.org/Lire-de-Paul-Krugman-L-Amerique-derape-et-ses-medias-aussi","Une critique de la politique de Bush largement commentée, une contribution à la critique interne (...)",2004,"novembre","24"
"Le Courrier, quotidien suisse en danger : « L’essentiel entre vos mains »","https://www.acrimed.org/Le-Courrier-quotidien-suisse-en-danger-L-essentiel-entre-vos-mains","Si la tendance ne s’inverse pas, le journal cessera de paraître l’an prochain",2004,"novembre","23"
"La presse et la subvention électorale pour le tramway de Bordeaux","https://www.acrimed.org/La-presse-et-la-subvention-electorale-pour-le-tramway-de-Bordeaux","Misère du journalisme d’investigation en campagne électorale",2004,"novembre","23"
"Le Mérite pour journalistes et dirigeants de médias (novembre 2004)","https://www.acrimed.org/Le-Merite-pour-journalistes-et-dirigeants-de-medias-novembre-2004","Des personnalités (méritantes) décorées de l’Ordre national du Mérite...",2004,"novembre","22"
"BFM, la radio de l’économie : La voix de son maître (CQFD)","https://www.acrimed.org/BFM-la-radio-de-l-economie-La-voix-de-son-maitre-CQFD","La bouillie libérale est si épaisse sur la bande FM que l’on distingue à peine le petit grumeau qui (...)",2004,"novembre","19"
"Ockrent, ses ménages et son  indépendance ","https://www.acrimed.org/Ockrent-ses-menages-et-son-independance","La reine des ménages estime avoir préservé son  indépendance de journaliste .",2004,"novembre","18"
"Les facéties d’Alexandre Adler : feu sur les altermondialistes","https://www.acrimed.org/Les-faceties-d-Alexandre-Adler-feu-sur-les-altermondialistes","La grosse caisse de l’orchestre des maîtres-tanceurs (omniprésents) de la contestation (...)",2004,"novembre","18"
"Libération et les ambitions du groupe Bolloré","https://www.acrimed.org/Liberation-et-les-ambitions-du-groupe-Bollore","Bolloré intéressé par Libération parce que, dit-il, ils sont tous deux indépendants (...)",2004,"novembre","17"
"Vincent Bolloré : l’ex-roi du papier à cigarettes, nouvel empereur des médias ?","https://www.acrimed.org/Vincent-Bollore-l-ex-roi-du-papier-a-cigarettes-nouvel-empereur-des-medias","Après la télévision, la radio, la production audiovisuelle et les prestations techniques en tous (...)",2004,"novembre","17"
" Déni de réalité syndicale  dans Marianne","https://www.acrimed.org/Deni-de-realite-syndicale-dans-Marianne","L’hebdo se scandalise qu’une organisation syndicale n’est pas reconnue, mais il la confond avec (...)",2004,"novembre","16"
"L’actualité des médias n°33 (23 oct.-15 nov. 2004)","https://www.acrimed.org/L-actualite-des-medias-no33-23-oct-15-nov-2004","Publicité - Audiovisuel - Presse écrite et édition",2004,"novembre","16"
"Appel contre la censure par France Culture de la diffusion d’ un documentaire","https://www.acrimed.org/Appel-contre-la-censure-par-France-Culture-de-la-diffusion-d-un-documentaire","Les yeux grand fermés de Robin Hunzinger et Jean-Philippe Chalte interdit de programmation dans (...)",2004,"novembre","15"
"« Reportages et enquêtes au risque de la télévision »","https://www.acrimed.org/Reportages-et-enquetes-au-risque-de-la-television","Avec Jean Bigot, Marcel Trillat, et Raoul Sangla, Paris, le jeudi 18 novembre à 19 (...)",2004,"novembre","15"
"A Dassault, le président de la République reconnaissant","https://www.acrimed.org/A-Dassault-le-president-de-la-Republique-reconnaissant","Chirac remet en personne la Légion d’honneur au nouveau  grand patron de presse (...)",2004,"novembre","12"
"« Le Premier pouvoir » : Analyse d’un non passage à l’antenne (1)","https://www.acrimed.org/Le-Premier-pouvoir-Analyse-d-un-non-passage-a-l-antenne-1","Comment préparer un procès par contumace...",2004,"novembre","12"
"« Le Premier pouvoir » : Analyse d’un non passage à l’antenne (2)","https://www.acrimed.org/Le-Premier-pouvoir-Analyse-d-un-non-passage-a-l-antenne-2","Comment mener un « débat » pour le fausser complètement.",2004,"novembre","12"
"« Le Premier pouvoir » : Transcription intégrale d’une émission exemplaire (.pdf)","https://www.acrimed.org/Le-Premier-pouvoir-Transcription-integrale-d-une-emission-exemplaire-pdf",".. pour tous ceux qui refusent de « débattre » dans n’importe quelles conditions.",2004,"novembre","11"
"Pour Le Parisien, les commerçants sont harcelés, pas les handicapés","https://www.acrimed.org/Pour-Le-Parisien-les-commercants-sont-harceles-pas-les-handicapes","Le quotidien s’inquiète du harcèlement de commerçants par des pervenches zélées.",2004,"novembre","10"
"Les rapports entre journalistes et intellectuels : cul et chemise ?","https://www.acrimed.org/Les-rapports-entre-journalistes-et-intellectuels-cul-et-chemise","Nombre d’universitaires et de chercheurs ont déserté le combat contre l’imposition du prêt-à-penser (...)",2004,"novembre","8"
"« Le premier pouvoir » : l’émission à laquelle vous avez échappé sur France Culture","https://www.acrimed.org/Le-premier-pouvoir-l-emission-a-laquelle-vous-avez-echappe-sur-France-Culture","... en attendant la transcription commentée du tombereau de bêtises déversé sur la critique (...)",2004,"novembre","6"
"Charlie Hebdo court après les rumeurs qu’il répand","https://www.acrimed.org/Charlie-Hebdo-court-apres-les-rumeurs-qu-il-repand","Pris en flagrant délit de diffusion d’une rumeur, l’hebdomadaire offre quelques leçons (...)",2004,"novembre","5"
"Les abonnés de l’Obs, chasse gardée de Jean Daniel","https://www.acrimed.org/Les-abonnes-de-l-Obs-chasse-gardee-de-Jean-Daniel","Le Nouvel Obs sollicite ses abonnés pour écouler le livre de son directeur.",2004,"novembre","5"
"Le Monde soigne Jean Daniel","https://www.acrimed.org/Le-Monde-soigne-Jean-Daniel","Le Monde et Le Nouvel Observateur sont actionnaires l’un de l’autre. Dans son article élogieux (...)",2004,"novembre","5"
"Lu, vu, entendu : « Conseillers en consommation et en altermondialisme »","https://www.acrimed.org/Lu-vu-entendu-Conseillers-en-consommation-et-en-altermondialisme","Le FSE de Londres ? C’est fini. Noël ? C’est pour bientôt.",2004,"novembre","2"
" Affaire Alègre  : un trou de mémoire de J.-F. Kahn","https://www.acrimed.org/Affaire-Alegre-un-trou-de-memoire-de-J-F-Kahn","Le patron de Marianne est-il bien placé pour condamner la mise en cause de Baudis (...)",2004,"octobre","30"
"Les DNA prennent la défense des cliniques privées","https://www.acrimed.org/Les-DNA-prennent-la-defense-des-cliniques-privees","Une petit merveille de rhétorique éditoriale et libérale qui cherche à se faire passer pour une (...)",2004,"octobre","29"
"Tentative de suicide : Philippe Val dans l’arène de Thierry Ardisson","https://www.acrimed.org/Tentative-de-suicide-Philippe-Val-dans-l-arene-de-Thierry-Ardisson","En 2002, « Tout le monde en parle » était, pour Philippe Val, une « arène » réservée aux « clowns » (...)",2004,"octobre","28"
"La deuxième mort de Jacques Derrida dans l’émission « Campus ».","https://www.acrimed.org/La-deuxieme-mort-de-Jacques-Derrida-dans-l-emission-Campus","« Campus » ? Une émission enfin « culturelle », grâce à Alain Finkielkraut et quelques (...)",2004,"octobre","27"
"« Rapport Camdessus » : renvoi d’ascenseur entre un économiste et lui-même","https://www.acrimed.org/Rapport-Camdessus-renvoi-d-ascenseur-entre-un-economiste-et-lui-meme","L’économiste de Challenges encense un rapport auquel il a contribué.",2004,"octobre","26"
"Elle court, elle court la rumeur","https://www.acrimed.org/Elle-court-elle-court-la-rumeur","De Charlie Hebdo qui la propage au Nouvel Observateur qui la recycle.",2004,"octobre","25"
"La liberté de la presse a du plomb dans l’aile...","https://www.acrimed.org/La-liberte-de-la-presse-a-du-plomb-dans-l-aile","Lieux communs, information sélective, pensée unique, mythologie...",2004,"octobre","23"
"L’actualité des médias n°32 (1er-22 oct. 2004)","https://www.acrimed.org/L-actualite-des-medias-no32-1er-22-oct-2004","Notamment : les investissements et la concurrence publicitaires, les mutations de la télévision, (...)",2004,"octobre","22"
"« Var/Nice matin , toujours plus proche de sa direction » (Cuverville)","https://www.acrimed.org/Var-Nice-matin-toujours-plus-proche-de-sa-direction-Cuverville","Encore un miracle de l’indépendance de la presse",2004,"octobre","22"
"Manifestation le 6 novembre 2004 : Appel à tous les « cerveaux NON disponibles »","https://www.acrimed.org/Manifestation-le-6-novembre-2004-Appel-a-tous-les-cerveaux-NON-disponibles","Rassemblement à 14 h 30 devant le Ministère de la Culture et de la Communication",2004,"octobre","21"
"Un critique cultivé nous surveille sur France Culture","https://www.acrimed.org/Un-critique-cultive-nous-surveille-sur-France-Culture","« Pas besoin d’être un ultra-libéral » pour nous faire dire n’importe quoi.",2004,"octobre","20"
"Leçon de critique littéraire sur un plateau de télévision","https://www.acrimed.org/Lecon-de-critique-litteraire-sur-un-plateau-de-television","Que se passe-t-il quand un auteur préfère que son livre soit lu avant d’être présenté (...)",2004,"octobre","19"
"Réunion publique de l’Observatoire français des médias (octobre)","https://www.acrimed.org/Reunion-publique-de-l-Observatoire-francais-des-medias-octobre","20 octobre 2004 à 19h, Bourse du travail, Paris.",2004,"octobre","18"
"Indépendance de la presse : le spectre de la critique radicale sur France Culture","https://www.acrimed.org/Independance-de-la-presse-le-spectre-de-la-critique-radicale-sur-France-Culture","Elisabeth Lévy invite Régis Debray pour tenter de lui faire dire ce qu’elle a envie (...)",2004,"octobre","17"
"Les facéties d’Alexandre Adler : Expert en variations et médiacrate tous terrains","https://www.acrimed.org/Les-faceties-d-Alexandre-Adler-Expert-en-variations-et-mediacrate-tous-terrains","Une souplesse de l’échine qui passe, dans les médias qu’il squatte, pour un signe d’agilité de la (...)",2004,"octobre","13"
"Le Monde en péril, la direction contestée","https://www.acrimed.org/Le-Monde-en-peril-la-direction-contestee","Circonvolutions du tandem Colombani-Plenel malmené par ses salariés.",2004,"octobre","12"
"La Gazette des précaires  n°4 : Radio actives - Précarité ou service public ?","https://www.acrimed.org/La-Gazette-des-precaires-no4-Radio-actives-Precarite-ou-service-public","Extrait : Radio actives - Précarité ou service public : un choix. Suivi de l’intégrale en (...)",2004,"octobre","12"
"L’avenir des médias : une question politique","https://www.acrimed.org/L-avenir-des-medias-une-question-politique","D’autres médias sont possibles. Il est grand temps de le manifester et de le concrétiser dans les (...)",2004,"octobre","11"
"Lu, vu, entendu : « Questions sociales, questions de société »","https://www.acrimed.org/Lu-vu-entendu-Questions-sociales-questions-de-societe","Questions sociales, questions de société - Puisqu’on en a déjà parlé, on continue - En (...)",2004,"octobre","8"
"Extrait : « Vérités et mensonges sur le projet de loi sur les télécommunications au Venezuela » (Risal)","https://www.acrimed.org/Extrait-Verites-et-mensonges-sur-le-projet-de-loi-sur-les-telecommunications-au","Faut-il fonder le droit d’informer et d’être informé sur la liberté sans limites des entreprises (...)",2004,"octobre","8"
"Indépendance de la presse : de « grands » journalistes papotent sur France Culture...","https://www.acrimed.org/Independance-de-la-presse-de-grands-journalistes-papotent-sur-France-Culture","... dans l’émission hebdomadaire animée par Elisabeth Lévy. Le problème est rapidement réglé. (...)",2004,"octobre","6"
"Indépendance de la presse : Laurent Joffrin en appelle au peuple","https://www.acrimed.org/Independance-de-la-presse-Laurent-Joffrin-en-appelle-au-peuple","Pour des « Etat Généraux de l’information » ou des Etats généraux de la confusion (...)",2004,"octobre","5"
"A la défense du droit de manifester, les DNA préfèrent les anecdotes","https://www.acrimed.org/A-la-defense-du-droit-de-manifester-les-DNA-preferent-les-anecdotes","Délicatesses policières et pudeur exquise des Dernières Nouvelles d’Alsace",2004,"octobre","4"
"Pour défendre France Culture : une tribune libre en image","https://www.acrimed.org/Pour-defendre-France-Culture-une-tribune-libre-en-image","« On exécute une radio de savoir et de culture pour la remplacer par un média de propagande (...)",2004,"octobre","2"
"Dassault contre les écoles de journalisme. Le Pen aussi","https://www.acrimed.org/Dassault-contre-les-ecoles-de-journalisme-Le-Pen-aussi"," J’espère que vous allez cesser de former des journalistes de gauche !  lance Serge Dassault à (...)",2004,"octobre","1er"
"L’actualité des médias n°31 (23-30 septembre)","https://www.acrimed.org/L-actualite-des-medias-no31-23-30-septembre","Etudes et manœuvres publicitaires - Le budget et les projets de l’audiovisuel - les nouvelles de (...)",2004,"octobre","1er"
"« Le Courrier picard essuie un Waterloo judiciaire »(Fakir)","https://www.acrimed.org/Le-Courrier-picard-essuie-un-Waterloo-judiciaire-Fakir","Confirmation du jugement de relaxe du journal Fakir dans le procès pour diffamation intenté par (...)",2004,"octobre","1er"
"En guise de prologue : « Les cabris de Maastricht » (Les Nouveaux chiens de garde)","https://www.acrimed.org/En-guise-de-prologue-Les-cabris-de-Maastricht-Les-Nouveaux-chiens-de-garde","Le rappel des outrances de la propagande passée permet de prendre la mesure de la troublante (...)",2004,"septembre","30"
"Lu, vu, entendu : « Experts et chargés de communication »","https://www.acrimed.org/Lu-vu-entendu-Experts-et-charges-de-communication","La Palestine des présentateurs et l’Europe des éditorialistes : expertises ? - La politique et ses (...)",2004,"septembre","29"
"AFP : Bonus faramineux pour la hiérarchie, colère des salariés","https://www.acrimed.org/AFP-Bonus-faramineux-pour-la-hierarchie-colere-des-salaries","Des primes de 35.000 et 30.000 euros dans une Agence soumise à une politique « d’austérité (...)",2004,"septembre","28"
"« Où va Le Monde ? »","https://www.acrimed.org/Ou-va-Le-Monde","Où va le « journal de référence » comme organe d’information et d’investigation au moment ? Où va (...)",2004,"septembre","28"
"Les facéties d’Alexandre Adler : Alexandre-le-guerrier pacifie la Tchétchénie","https://www.acrimed.org/Les-faceties-d-Alexandre-Adler-Alexandre-le-guerrier-pacifie-la-Tchetchenie","... Mais il paraît que c’est son « savoir » qui lui vaut les hommages de ses confrères.",2004,"septembre","27"
"« Hackt 1 : la semaine des médias libres » (octobre 2004)","https://www.acrimed.org/Hackt-1-la-semaine-des-medias-libres-octobre-2004","La maison des médias libres propose",2004,"septembre","27"
